IDA;Aire geographique;Signe FR;Signe UE;Produit
1332;Banyuls;AOC;AOP;Banyuls blanc
1332;Banyuls;AOC;AOP;Banyuls grand cru
1332;Banyuls;AOC;AOP;Banyuls grand cru hors d'âge
1332;Banyuls;AOC;AOP;Banyuls grand cru rancio
1332;Banyuls;AOC;AOP;Banyuls grand cru rancio hors d'âge
1332;Banyuls;AOC;AOP;Banyuls rimage
1332;Banyuls;AOC;AOP;Banyuls rosé
1332;Banyuls;AOC;AOP;Banyuls traditionnel
1332;Banyuls;AOC;AOP;Banyuls traditionnel hors âge
1332;Banyuls;AOC;AOP;Banyuls traditionnel rancio
1332;Banyuls;AOC;AOP;Banyuls traditionnel rancio hors d'âge
1577;Barèges-Gavarnie;AOC;AOP;Barèges-Gavarnie
58;Barsac;AOC;AOP;Barsac
1956;Bas Armagnac;AOC;;Bas Armagnac
249;Bâtard-Montrachet;AOC;AOP;Bâtard-Montrachet
;Béarn;AOC;AOP;Béarn Bellocq blanc
;Béarn;AOC;AOP;Béarn Bellocq rosé
;Béarn;AOC;AOP;Béarn Bellocq rouge
59;Béarn;AOC;AOP;Béarn blanc
59;Béarn;AOC;AOP;Béarn rosé
59;Béarn;AOC;AOP;Béarn rouge
252;Beaujolais Beaujeu;AOC;AOP;Beaujolais Beaujeu blanc
252;Beaujolais Beaujeu;AOC;AOP;Beaujolais Beaujeu rosé
252;Beaujolais Beaujeu;AOC;AOP;Beaujolais Beaujeu rosé nouveau ou primeur
252;Beaujolais Beaujeu;AOC;AOP;Beaujolais Beaujeu rouge
252;Beaujolais Beaujeu;AOC;AOP;Beaujolais Beaujeu rouge nouveau ou primeur
253;Beaujolais Blacé;AOC;AOP;Beaujolais Blacé blanc
253;Beaujolais Blacé;AOC;AOP;Beaujolais Blacé rosé
253;Beaujolais Blacé;AOC;AOP;Beaujolais Blacé rosé nouveau ou primeur
253;Beaujolais Blacé;AOC;AOP;Beaujolais Blacé rouge
253;Beaujolais Blacé;AOC;AOP;Beaujolais Blacé rouge nouveau ou primeur
250;Beaujolais;AOC;AOP;Beaujolais blanc
254;Beaujolais Cercié;AOC;AOP;Beaujolais Cercié blanc
254;Beaujolais Cercié;AOC;AOP;Beaujolais Cercié rosé
254;Beaujolais Cercié;AOC;AOP;Beaujolais Cercié rosé nouveau ou primeur
254;Beaujolais Cercié;AOC;AOP;Beaujolais Cercié rouge
254;Beaujolais Cercié;AOC;AOP;Beaujolais Cercié rouge nouveau ou primeur
255;Beaujolais Chânes;AOC;AOP;Beaujolais Chânes blanc
255;Beaujolais Chânes;AOC;AOP;Beaujolais Chânes rosé
255;Beaujolais Chânes;AOC;AOP;Beaujolais Chânes rosé nouveau ou primeur
255;Beaujolais Chânes;AOC;AOP;Beaujolais Chânes rouge
255;Beaujolais Chânes;AOC;AOP;Beaujolais Chânes rouge nouveau ou primeur
256;Beaujolais Charentay;AOC;AOP;Beaujolais Charentay blanc
256;Beaujolais Charentay;AOC;AOP;Beaujolais Charentay rosé
256;Beaujolais Charentay;AOC;AOP;Beaujolais Charentay rosé nouveau ou primeur
256;Beaujolais Charentay;AOC;AOP;Beaujolais Charentay rouge
256;Beaujolais Charentay;AOC;AOP;Beaujolais Charentay rouge nouveau ou primeur
257;Beaujolais Denicé;AOC;AOP;Beaujolais Denicé blanc
257;Beaujolais Denicé;AOC;AOP;Beaujolais Denicé rosé
257;Beaujolais Denicé;AOC;AOP;Beaujolais Denicé rosé nouveau ou primeur
257;Beaujolais Denicé;AOC;AOP;Beaujolais Denicé rouge
257;Beaujolais Denicé;AOC;AOP;Beaujolais Denicé rouge nouveau ou primeur
258;Beaujolais Emeringes;AOC;AOP;Beaujolais Emeringes blanc
258;Beaujolais Emeringes;AOC;AOP;Beaujolais Emeringes rosé
258;Beaujolais Emeringes;AOC;AOP;Beaujolais Emeringes rosé nouveau ou primeur
258;Beaujolais Emeringes;AOC;AOP;Beaujolais Emeringes rouge
258;Beaujolais Emeringes;AOC;AOP;Beaujolais Emeringes rouge nouveau ou primeur
259;Beaujolais Jullié;AOC;AOP;Beaujolais Jullié blanc
259;Beaujolais Jullié;AOC;AOP;Beaujolais Jullié rosé
259;Beaujolais Jullié;AOC;AOP;Beaujolais Jullié rosé nouveau ou primeur
259;Beaujolais Jullié;AOC;AOP;Beaujolais Jullié rouge
259;Beaujolais Jullié;AOC;AOP;Beaujolais Jullié rouge nouveau ou primeur
260;Beaujolais La Chapelle-de-Guinchay;AOC;AOP;Beaujolais La Chapelle-de-Guinchay blanc
260;Beaujolais La Chapelle-de-Guinchay;AOC;AOP;Beaujolais La Chapelle-de-Guinchay rosé
260;Beaujolais La Chapelle-de-Guinchay;AOC;AOP;Beaujolais La Chapelle-de-Guinchay rosé nouveau ou primeur
260;Beaujolais La Chapelle-de-Guinchay;AOC;AOP;Beaujolais La Chapelle-de-Guinchay rouge
260;Beaujolais La Chapelle-de-Guinchay;AOC;AOP;Beaujolais La Chapelle-de-Guinchay rouge nouveau ou primeur
261;Beaujolais Lancié;AOC;AOP;Beaujolais Lancié blanc
261;Beaujolais Lancié;AOC;AOP;Beaujolais Lancié rosé
261;Beaujolais Lancié;AOC;AOP;Beaujolais Lancié rosé nouveau ou primeur
261;Beaujolais Lancié;AOC;AOP;Beaujolais Lancié rouge
261;Beaujolais Lancié;AOC;AOP;Beaujolais Lancié rouge nouveau ou primeur
262;Beaujolais Lantignié;AOC;AOP;Beaujolais Lantignié blanc
262;Beaujolais Lantignié;AOC;AOP;Beaujolais Lantignié rosé
262;Beaujolais Lantignié;AOC;AOP;Beaujolais Lantignié rosé nouveau ou primeur
262;Beaujolais Lantignié;AOC;AOP;Beaujolais Lantignié rouge
262;Beaujolais Lantignié;AOC;AOP;Beaujolais Lantignié rouge nouveau ou primeur
263;Beaujolais Le Perréon;AOC;AOP;Beaujolais Le Perréon blanc
263;Beaujolais Le Perréon;AOC;AOP;Beaujolais Le Perréon rosé
263;Beaujolais Le Perréon;AOC;AOP;Beaujolais Le Perréon rosé nouveau ou primeur
263;Beaujolais Le Perréon;AOC;AOP;Beaujolais Le Perréon rouge
263;Beaujolais Le Perréon;AOC;AOP;Beaujolais Le Perréon rouge nouveau ou primeur
264;Beaujolais Les Ardillats;AOC;AOP;Beaujolais Les Ardillats blanc
264;Beaujolais Les Ardillats;AOC;AOP;Beaujolais Les Ardillats rosé
264;Beaujolais Les Ardillats;AOC;AOP;Beaujolais Les Ardillats rosé nouveau ou primeur
264;Beaujolais Les Ardillats;AOC;AOP;Beaujolais Les Ardillats rouge
264;Beaujolais Les Ardillats;AOC;AOP;Beaujolais Les Ardillats rouge nouveau ou primeur
265;Beaujolais Leynes;AOC;AOP;Beaujolais Leynes blanc
265;Beaujolais Leynes;AOC;AOP;Beaujolais Leynes rosé
265;Beaujolais Leynes;AOC;AOP;Beaujolais Leynes rosé nouveau ou primeur
265;Beaujolais Leynes;AOC;AOP;Beaujolais Leynes rouge
265;Beaujolais Leynes;AOC;AOP;Beaujolais Leynes rouge nouveau ou primeur
266;Beaujolais Marchampt;AOC;AOP;Beaujolais Marchampt blanc
266;Beaujolais Marchampt;AOC;AOP;Beaujolais Marchampt rosé
266;Beaujolais Marchampt;AOC;AOP;Beaujolais Marchampt rosé nouveau ou primeur
266;Beaujolais Marchampt;AOC;AOP;Beaujolais Marchampt rouge
266;Beaujolais Marchampt;AOC;AOP;Beaujolais Marchampt rouge nouveau ou primeur
267;Beaujolais Montmelas-Saint-Sorlin;AOC;AOP;Beaujolais Montmelas-Saint-Sorlin blanc
267;Beaujolais Montmelas-Saint-Sorlin;AOC;AOP;Beaujolais Montmelas-Saint-Sorlin rosé
267;Beaujolais Montmelas-Saint-Sorlin;AOC;AOP;Beaujolais Montmelas-Saint-Sorlin rosé nouveau ou primeur
267;Beaujolais Montmelas-Saint-Sorlin;AOC;AOP;Beaujolais Montmelas-Saint-Sorlin rouge
267;Beaujolais Montmelas-Saint-Sorlin;AOC;AOP;Beaujolais Montmelas-Saint-Sorlin rouge nouveau ou primeur
268;Beaujolais Odenas;AOC;AOP;Beaujolais Odenas blanc
268;Beaujolais Odenas;AOC;AOP;Beaujolais Odenas rosé
268;Beaujolais Odenas;AOC;AOP;Beaujolais Odenas rosé nouveau ou primeur
268;Beaujolais Odenas;AOC;AOP;Beaujolais Odenas rouge
268;Beaujolais Odenas;AOC;AOP;Beaujolais Odenas rouge nouveau ou primeur
269;Beaujolais Pruzilly;AOC;AOP;Beaujolais Pruzilly blanc
269;Beaujolais Pruzilly;AOC;AOP;Beaujolais Pruzilly rosé
269;Beaujolais Pruzilly;AOC;AOP;Beaujolais Pruzilly rosé nouveau ou primeur
269;Beaujolais Pruzilly;AOC;AOP;Beaujolais Pruzilly rouge
269;Beaujolais Pruzilly;AOC;AOP;Beaujolais Pruzilly rouge nouveau ou primeur
270;Beaujolais Quincié-en-Beaujolais;AOC;AOP;Beaujolais Quincié-en-Beaujolais blanc
270;Beaujolais Quincié-en-Beaujolais;AOC;AOP;Beaujolais Quincié-en-Beaujolais rosé
270;Beaujolais Quincié-en-Beaujolais;AOC;AOP;Beaujolais Quincié-en-Beaujolais rosé nouveau ou primeur
270;Beaujolais Quincié-en-Beaujolais;AOC;AOP;Beaujolais Quincié-en-Beaujolais rouge
270;Beaujolais Quincié-en-Beaujolais;AOC;AOP;Beaujolais Quincié-en-Beaujolais rouge nouveau ou primeur
271;Beaujolais Rivolet;AOC;AOP;Beaujolais Rivolet blanc
271;Beaujolais Rivolet;AOC;AOP;Beaujolais Rivolet rosé
271;Beaujolais Rivolet;AOC;AOP;Beaujolais Rivolet rosé nouveau ou primeur
271;Beaujolais Rivolet;AOC;AOP;Beaujolais Rivolet rouge
271;Beaujolais Rivolet;AOC;AOP;Beaujolais Rivolet rouge nouveau ou primeur
272;Beaujolais Romanèche-Thorins;AOC;AOP;Beaujolais Romanèche-Thorins blanc
272;Beaujolais Romanèche-Thorins;AOC;AOP;Beaujolais Romanèche-Thorins rosé
272;Beaujolais Romanèche-Thorins;AOC;AOP;Beaujolais Romanèche-Thorins rosé nouveau ou primeur
272;Beaujolais Romanèche-Thorins;AOC;AOP;Beaujolais Romanèche-Thorins rouge
272;Beaujolais Romanèche-Thorins;AOC;AOP;Beaujolais Romanèche-Thorins rouge nouveau ou primeur
250;Beaujolais;AOC;AOP;Beaujolais rosé
250;Beaujolais;AOC;AOP;Beaujolais rosé nouveau ou primeur
250;Beaujolais;AOC;AOP;Beaujolais rouge
250;Beaujolais;AOC;AOP;Beaujolais rouge nouveau ou primeur
273;Beaujolais Saint-Didier-sur-Beaujeu;AOC;AOP;Beaujolais Saint-Didier-sur-Beaujeu blanc
273;Beaujolais Saint-Didier-sur-Beaujeu;AOC;AOP;Beaujolais Saint-Didier-sur-Beaujeu rosé
273;Beaujolais Saint-Didier-sur-Beaujeu;AOC;AOP;Beaujolais Saint-Didier-sur-Beaujeu rosé nouveau ou primeur
273;Beaujolais Saint-Didier-sur-Beaujeu;AOC;AOP;Beaujolais Saint-Didier-sur-Beaujeu rouge
273;Beaujolais Saint-Didier-sur-Beaujeu;AOC;AOP;Beaujolais Saint-Didier-sur-Beaujeu rouge nouveau ou primeur
274;Beaujolais Saint-Etienne-des-Oullières;AOC;AOP;Beaujolais Saint-Etienne-des-Oullières blanc
274;Beaujolais Saint-Etienne-des-Oullières;AOC;AOP;Beaujolais Saint-Etienne-des-Oullières rosé
274;Beaujolais Saint-Etienne-des-Oullières;AOC;AOP;Beaujolais Saint-Etienne-des-Oullières rosé nouveau ou primeur
274;Beaujolais Saint-Etienne-des-Oullières;AOC;AOP;Beaujolais Saint-Etienne-des-Oullières rouge
274;Beaujolais Saint-Etienne-des-Oullières;AOC;AOP;Beaujolais Saint-Etienne-des-Oullières rouge nouveau ou primeur
275;Beaujolais Saint-Etienne-la-Varenne;AOC;AOP;Beaujolais Saint-Etienne-la-Varenne blanc
275;Beaujolais Saint-Etienne-la-Varenne;AOC;AOP;Beaujolais Saint-Etienne-la-Varenne rosé
275;Beaujolais Saint-Etienne-la-Varenne;AOC;AOP;Beaujolais Saint-Etienne-la-Varenne rosé nouveau ou primeur
275;Beaujolais Saint-Etienne-la-Varenne;AOC;AOP;Beaujolais Saint-Etienne-la-Varenne rouge
275;Beaujolais Saint-Etienne-la-Varenne;AOC;AOP;Beaujolais Saint-Etienne-la-Varenne rouge nouveau ou primeur
276;Beaujolais Saint-Julien;AOC;AOP;Beaujolais Saint-Julien blanc
276;Beaujolais Saint-Julien;AOC;AOP;Beaujolais Saint-Julien rosé
276;Beaujolais Saint-Julien;AOC;AOP;Beaujolais Saint-Julien rosé nouveau ou primeur
276;Beaujolais Saint-Julien;AOC;AOP;Beaujolais Saint-Julien rouge
276;Beaujolais Saint-Julien;AOC;AOP;Beaujolais Saint-Julien rouge nouveau ou primeur
277;Beaujolais Saint-Lager;AOC;AOP;Beaujolais Saint-Lager blanc
277;Beaujolais Saint-Lager;AOC;AOP;Beaujolais Saint-Lager rosé
277;Beaujolais Saint-Lager;AOC;AOP;Beaujolais Saint-Lager rosé nouveau ou primeur
277;Beaujolais Saint-Lager;AOC;AOP;Beaujolais Saint-Lager rouge
277;Beaujolais Saint-Lager;AOC;AOP;Beaujolais Saint-Lager rouge nouveau ou primeur
278;Beaujolais Saint-Symphorien-d'Ancelles;AOC;AOP;Beaujolais Saint-Symphorien-d'Ancelles blanc
278;Beaujolais Saint-Symphorien-d'Ancelles;AOC;AOP;Beaujolais Saint-Symphorien-d'Ancelles rosé
278;Beaujolais Saint-Symphorien-d'Ancelles;AOC;AOP;Beaujolais Saint-Symphorien-d'Ancelles rosé nouveau ou primeur
278;Beaujolais Saint-Symphorien-d'Ancelles;AOC;AOP;Beaujolais Saint-Symphorien-d'Ancelles rouge
278;Beaujolais Saint-Symphorien-d'Ancelles;AOC;AOP;Beaujolais Saint-Symphorien-d'Ancelles rouge nouveau ou primeur
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais;AOC;AOP;Beaujolais Salles-Arbuissonnas-en-Beaujolais blanc
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais;AOC;AOP;Beaujolais Salles-Arbuissonnas-en-Beaujolais rosé
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais;AOC;AOP;Beaujolais Salles-Arbuissonnas-en-Beaujolais rosé nouveau ou primeur
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais;AOC;AOP;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge
279;Beaujolais Salles-Arbuissonnas-en-Beaujolais;AOC;AOP;Beaujolais Salles-Arbuissonnas-en-Beaujolais rouge nouveau ou primeur
250;Beaujolais;AOC;AOP;Beaujolais supérieur
280;Beaujolais Vaux-en-Beaujolais;AOC;AOP;Beaujolais Vaux-en-Beaujolais blanc
280;Beaujolais Vaux-en-Beaujolais;AOC;AOP;Beaujolais Vaux-en-Beaujolais rosé
280;Beaujolais Vaux-en-Beaujolais;AOC;AOP;Beaujolais Vaux-en-Beaujolais rosé nouveau ou primeur
280;Beaujolais Vaux-en-Beaujolais;AOC;AOP;Beaujolais Vaux-en-Beaujolais rouge
280;Beaujolais Vaux-en-Beaujolais;AOC;AOP;Beaujolais Vaux-en-Beaujolais rouge nouveau ou primeur
281;Beaujolais Vauxrenard;AOC;AOP;Beaujolais Vauxrenard blanc
281;Beaujolais Vauxrenard;AOC;AOP;Beaujolais Vauxrenard rosé
281;Beaujolais Vauxrenard;AOC;AOP;Beaujolais Vauxrenard rosé nouveau ou primeur
281;Beaujolais Vauxrenard;AOC;AOP;Beaujolais Vauxrenard rouge
281;Beaujolais Vauxrenard;AOC;AOP;Beaujolais Vauxrenard rouge nouveau ou primeur
251;Beaujolais Villages;AOC;AOP;Beaujolais Villages blanc
251;Beaujolais Villages;AOC;AOP;Beaujolais Villages rosé
251;Beaujolais Villages;AOC;AOP;Beaujolais Villages rosé nouveau ou primeur
251;Beaujolais Villages;AOC;AOP;Beaujolais Villages rouge
251;Beaujolais Villages;AOC;AOP;Beaujolais Villages rouge primeur ou nouveau
1288;Beaumes de Venise;AOC;AOP;Beaumes de Venise
282;Beaune;AOC;AOP;Beaune
283;Beaune premier cru A l'Ecu;AOC;AOP;Beaune premier cru A l'Ecu blanc
283;Beaune premier cru A l'Ecu;AOC;AOP;Beaune premier cru A l'Ecu rouge
284;Beaune premier cru Aux Coucherias;AOC;AOP;Beaune premier cru Aux Coucherias blanc
284;Beaune premier cru Aux Coucherias;AOC;AOP;Beaune premier cru Aux Coucherias rouge
285;Beaune premier cru Aux Cras;AOC;AOP;Beaune premier cru Aux Cras blanc
285;Beaune premier cru Aux Cras;AOC;AOP;Beaune premier cru Aux Cras rouge
286;Beaune premier cru Belissand;AOC;AOP;Beaune premier cru Belissand blanc
286;Beaune premier cru Belissand;AOC;AOP;Beaune premier cru Belissand rouge
325;Beaune premier cru;AOC;AOP;Beaune premier cru blanc
287;Beaune premier cru Blanches Fleurs;AOC;AOP;Beaune premier cru Blanches Fleurs blanc
287;Beaune premier cru Blanches Fleurs;AOC;AOP;Beaune premier cru Blanches Fleurs rouge
288;Beaune premier cru Champs Pimont;AOC;AOP;Beaune premier cru Champs Pimont blanc
288;Beaune premier cru Champs Pimont;AOC;AOP;Beaune premier cru Champs Pimont rouge
290;Beaune premier cru Clos de l'Ecu;AOC;AOP;Beaune premier cru Clos de l'Ecu blanc
290;Beaune premier cru Clos de l'Ecu;AOC;AOP;Beaune premier cru Clos de l'Ecu rouge
291;Beaune premier cru Clos de la Feguine;AOC;AOP;Beaune premier cru Clos de la Feguine blanc
291;Beaune premier cru Clos de la Feguine;AOC;AOP;Beaune premier cru Clos de la Feguine rouge
292;Beaune premier cru Clos de la Mousse;AOC;AOP;Beaune premier cru Clos de la Mousse blanc
292;Beaune premier cru Clos de la Mousse;AOC;AOP;Beaune premier cru Clos de la Mousse rouge
293;Beaune premier cru Clos des Avaux;AOC;AOP;Beaune premier cru Clos des Avaux blanc
293;Beaune premier cru Clos des Avaux;AOC;AOP;Beaune premier cru Clos des Avaux rouge
294;Beaune premier cru Clos des Ursules;AOC;AOP;Beaune premier cru Clos des Ursules blanc
294;Beaune premier cru Clos des Ursules;AOC;AOP;Beaune premier cru Clos des Ursules rouge
295;Beaune premier cru Clos du Roi;AOC;AOP;Beaune premier cru Clos du Roi blanc
295;Beaune premier cru Clos du Roi;AOC;AOP;Beaune premier cru Clos du Roi rouge
289;Beaune premier cru Clos Saint-Landry;AOC;AOP;Beaune premier cru Clos Saint-Landry blanc
289;Beaune premier cru Clos Saint-Landry;AOC;AOP;Beaune premier cru Clos Saint-Landry rouge
296;Beaune premier cru En Genêt;AOC;AOP;Beaune premier cru En Genêt blanc
296;Beaune premier cru En Genêt;AOC;AOP;Beaune premier cru En Genêt rouge
297;Beaune premier cru En l'Orme;AOC;AOP;Beaune premier cru En l'Orme blanc
297;Beaune premier cru En l'Orme;AOC;AOP;Beaune premier cru En l'Orme rouge
298;Beaune premier cru La Mignotte;AOC;AOP;Beaune premier cru La Mignotte blanc
298;Beaune premier cru La Mignotte;AOC;AOP;Beaune premier cru La Mignotte rouge
299;Beaune premier cru Le Bas des Teurons;AOC;AOP;Beaune premier cru Le Bas des Teurons blanc
299;Beaune premier cru Le Bas des Teurons;AOC;AOP;Beaune premier cru Le Bas des Teurons rouge
300;Beaune premier cru Le Clos des Mouches;AOC;AOP;Beaune premier cru Le Clos des Mouches blanc
300;Beaune premier cru Le Clos des Mouches;AOC;AOP;Beaune premier cru Le Clos des Mouches rouge
301;Beaune premier cru Les Aigrots;AOC;AOP;Beaune premier cru Les Aigrots blanc
301;Beaune premier cru Les Aigrots;AOC;AOP;Beaune premier cru Les Aigrots rouge
302;Beaune premier cru Les Avaux;AOC;AOP;Beaune premier cru Les Avaux blanc
302;Beaune premier cru Les Avaux;AOC;AOP;Beaune premier cru Les Avaux rouge
303;Beaune premier cru Les Boucherottes;AOC;AOP;Beaune premier cru Les Boucherottes blanc
303;Beaune premier cru Les Boucherottes;AOC;AOP;Beaune premier cru Les Boucherottes rouge
304;Beaune premier cru Les Bressandes;AOC;AOP;Beaune premier cru Les Bressandes blanc
304;Beaune premier cru Les Bressandes;AOC;AOP;Beaune premier cru Les Bressandes rouge
305;Beaune premier cru Les Cents Vignes;AOC;AOP;Beaune premier cru Les Cents Vignes blanc
305;Beaune premier cru Les Cents Vignes;AOC;AOP;Beaune premier cru Les Cents Vignes rouge
306;Beaune premier cru Les Chouacheux;AOC;AOP;Beaune premier cru Les Chouacheux blanc
306;Beaune premier cru Les Chouacheux;AOC;AOP;Beaune premier cru Les Chouacheux rouge
307;Beaune premier cru Les Epenotes;AOC;AOP;Beaune premier cru Les Epenotes blanc
307;Beaune premier cru Les Epenotes;AOC;AOP;Beaune premier cru Les Epenotes rouge
308;Beaune premier cru Les Fèves;AOC;AOP;Beaune premier cru Les Fèves blanc
308;Beaune premier cru Les Fèves;AOC;AOP;Beaune premier cru Les Fèves rouge
309;Beaune premier cru Les Grèves;AOC;AOP;Beaune premier cru Les Grèves blanc
309;Beaune premier cru Les Grèves;AOC;AOP;Beaune premier cru Les Grèves rouge
310;Beaune premier cru Les Marconnets;AOC;AOP;Beaune premier cru Les Marconnets blanc
310;Beaune premier cru Les Marconnets;AOC;AOP;Beaune premier cru Les Marconnets rouge
311;Beaune premier cru Les Montrevenots;AOC;AOP;Beaune premier cru Les Montrevenots blanc
311;Beaune premier cru Les Montrevenots;AOC;AOP;Beaune premier cru Les Montrevenots rouge
312;Beaune premier cru Les Perrières;AOC;AOP;Beaune premier cru Les Perrières blanc
312;Beaune premier cru Les Perrières;AOC;AOP;Beaune premier cru Les Perrières rouge
313;Beaune premier cru Les Reversés;AOC;AOP;Beaune premier cru Les Reversés blanc
313;Beaune premier cru Les Reversés;AOC;AOP;Beaune premier cru Les Reversés rouge
314;Beaune premier cru Les Sceaux;AOC;AOP;Beaune premier cru Les Sceaux blanc
314;Beaune premier cru Les Sceaux;AOC;AOP;Beaune premier cru Les Sceaux rouge
315;Beaune premier cru Les Seurey;AOC;AOP;Beaune premier cru Les Seurey blanc
315;Beaune premier cru Les Seurey;AOC;AOP;Beaune premier cru Les Seurey rouge
316;Beaune premier cru Les Sizies;AOC;AOP;Beaune premier cru Les Sizies blanc
316;Beaune premier cru Les Sizies;AOC;AOP;Beaune premier cru Les Sizies rouge
317;Beaune premier cru Les Teurons;AOC;AOP;Beaune premier cru Les Teurons blanc
317;Beaune premier cru Les Teurons;AOC;AOP;Beaune premier cru Les Teurons rouge
318;Beaune premier cru Les Toussaints;AOC;AOP;Beaune premier cru Les Toussaints blanc
318;Beaune premier cru Les Toussaints;AOC;AOP;Beaune premier cru Les Toussaints rouge
319;Beaune premier cru Les Tuvilains;AOC;AOP;Beaune premier cru Les Tuvilains blanc
319;Beaune premier cru Les Tuvilains;AOC;AOP;Beaune premier cru Les Tuvilains rouge
320;Beaune premier cru Les Vignes Franches;AOC;AOP;Beaune premier cru Les Vignes Franches blanc
320;Beaune premier cru Les Vignes Franches;AOC;AOP;Beaune premier cru Les Vignes Franches rouge
321;Beaune premier cru Montée Rouge;AOC;AOP;Beaune premier cru Montée Rouge blanc
321;Beaune premier cru Montée Rouge;AOC;AOP;Beaune premier cru Montée Rouge rouge
322;Beaune premier cru Pertuisots;AOC;AOP;Beaune premier cru Pertuisots blanc
322;Beaune premier cru Pertuisots;AOC;AOP;Beaune premier cru Pertuisots rouge
325;Beaune premier cru;AOC;AOP;Beaune premier cru rouge
324;Beaune premier cru Sur les Grèves - Clos Saint-Anne;AOC;AOP;Beaune premier cru Sur les Grèves - Clos Saint-Anne blanc
324;Beaune premier cru Sur les Grèves - Clos Saint-Anne;AOC;AOP;Beaune premier cru Sur les Grèves - Clos Saint-Anne rouge
323;Beaune premier cru Sur les Grèves;AOC;AOP;Beaune premier cru Sur les Grèves blanc
323;Beaune premier cru Sur les Grèves;AOC;AOP;Beaune premier cru Sur les Grèves rouge
282;Beaune;AOC;AOP;Beaune rouge
1318;Bellet;AOC;AOP;Bellet ou Vin de Bellet blanc
1318;Bellet;AOC;AOP;Bellet ou Vin de Bellet rosé
1318;Bellet;AOC;AOP;Bellet ou Vin de Bellet rouge
61;Bergerac;AOC;AOP;Bergerac blanc
61;Bergerac;AOC;AOP;Bergerac rosé
61;Bergerac;AOC;AOP;Bergerac rouge
;Bergerac;AOC;AOP;Bergerac Sec
326;Bienvenues-Bâtard-Montrachet;AOC;AOP;Bienvenues-Bâtard-Montrachet
327;Blagny;AOC;AOP;Blagny ou Blagny Côte de Beaune
335;Blagny premier cru;AOC;AOP;Blagny premier cru
328;Blagny premier cru Hameau de Blagny;AOC;AOP;Blagny premier cru Hameau de Blagny
329;Blagny premier cru La Garenne ou sur la Garenne;AOC;AOP;Blagny premier cru La Garenne ou sur la Garenne
330;Blagny premier cru La Jeunellotte;AOC;AOP;Blagny premier cru La Jeunellotte
331;Blagny premier cru La Pièce sous le Bois;AOC;AOP;Blagny premier cru La Pièce sous le Bois
332;Blagny premier cru Sous Blagny;AOC;AOP;Blagny premier cru Sous Blagny
333;Blagny premier cru Sous le Dos d'Ane;AOC;AOP;Blagny premier cru Sous le Dos d'Ane
334;Blagny premier cru Sous le Puits;AOC;AOP;Blagny premier cru Sous le Puits
1952;Blanche Armagnac;AOC;;Blanche Armagnac
62;Blaye;AOC;AOP;Blaye
336;Bonnes-Mares;AOC;AOP;Bonnes-Mares
162;Bonnezeaux;AOC;AOP;Bonnezeaux
63;Bordeaux;AOC;AOP;Bordeaux blanc
63;Bordeaux;AOC;AOP;Bordeaux blanc avec sucres
63;Bordeaux;AOC;AOP;Bordeaux clairet
63;Bordeaux;AOC;AOP;Bordeaux claret
65;Bordeaux Haut-Benauge;AOC;AOP;Bordeaux Haut-Benauge
65;Bordeaux Haut-Benauge;AOC;AOP;Bordeaux Haut-Benauge moelleux
63;Bordeaux;AOC;AOP;Bordeaux rosé
63;Bordeaux;AOC;AOP;Bordeaux rouge ou claret
1807;Bordeaux supérieur;AOC;AOP;Bordeaux supérieur blanc
1807;Bordeaux supérieur;AOC;AOP;Bordeaux supérieur rouge
1526;Boudin blanc de Rethel;;IGP;Boudin blanc de Rethel
;Allier;;IGP;Bourbonnais blanc
;Allier;;IGP;Bourbonnais rosé
;Allier;;IGP;Bourbonnais rouge
2183;Bourgogne aligoté;AOC;AOP;Bourgogne aligoté
2183;Bourgogne aligoté;AOC;AOP;Bourgogne aligoté nouveau ou primeur
2182;Bourgogne blancs;AOC;AOP;Bourgogne blanc
342;Bourgogne Chitry;AOC;AOP;Bourgogne Chitry blanc
342;Bourgogne Chitry;AOC;AOP;Bourgogne Chitry clairet ou rosé
342;Bourgogne Chitry;AOC;AOP;Bourgogne Chitry rouge
2184;Bourgogne rouges et rosés;AOC;AOP;Bourgogne clairet ou rosé
340;Bourgogne Côte Chalonnaise;AOC;AOP;Bourgogne Côte Chalonnaise blanc
340;Bourgogne Côte Chalonnaise;AOC;AOP;Bourgogne Côte Chalonnaise clairet ou rosé
340;Bourgogne Côte Chalonnaise;AOC;AOP;Bourgogne Côte Chalonnaise rouge
349;Bourgogne Côte Saint-Jacques;AOC;AOP;Bourgogne Côte Saint-Jacques blanc
349;Bourgogne Côte Saint-Jacques;AOC;AOP;Bourgogne Côte Saint-Jacques clairet ou rosé
349;Bourgogne Côte Saint-Jacques;AOC;AOP;Bourgogne Côte Saint-Jacques rouge
341;Bourgogne Côtes d'Auxerre;AOC;AOP;Bourgogne Côtes d'Auxerre blanc
341;Bourgogne Côtes d'Auxerre;AOC;AOP;Bourgogne Côtes d'Auxerre clairet ou rosé
341;Bourgogne Côtes d'Auxerre;AOC;AOP;Bourgogne Côtes d'Auxerre rouge
