Code INSEE;Code Postal;Commune
89365;89220;SAINT-PRIVE
57313;57690;HEMILLY
56155;56760;PENESTIN
24413;24130;SAINT-GEORGES-BLANCANEIX
2695;2220;SAINT-THIBAUT
47195;47600;NERAC
32252;32170;MIELAN
25042;25210;LE BARBOUX
3244;3420;SAINT-MARCEL-EN-MARCILLAT
47122;47350;LABRETONIE
3265;3470;SALIGNY-SUR-ROUDON
4211;4290;SOURRIBES
88118;88630;COUSSEY
25457;25390;PLAIMBOIS-VENNES
26002;26140;ALBON
23095;23240;LE GRAND-BOURG
71409;71490;SAINT-EMILAND
63162;63980;FOURNOLS
83071;83250;LA LONDE-LES-MAURES
38372;38620;SAINT-BUEIL
77348;77167;ORMESSON
11158;11300;GAJA-ET-VILLEDIEU
70011;70280;AMAGE
33411;33490;SAINT-GERMAIN-DE-GRAVE
48037;48190;CHADENET
27217;27190;EMANVILLE
71277;71390;MARCILLY-LES-BUXY
38132;38970;LES COTES-DE-CORPS
76098;76630;BIVILLE-SUR-MER
34143;34140;LOUPIAN
12080;12550;COUPIAC
89197;89420;GUILLON
2688;2140;SAINT-PIERRE-LES-FRANQUEVILLE
69084;69820;FLEURIE
24251;24110;MANZAC-SUR-VERN
13104;13960;SAUSSET-LES-PINS
8280;8400;MARVAUX-VIEUX
88353;88260;PONT-LES-BONFAYS
1423;1600;TOUSSIEUX
86018;86200;BASSES
25204;25300;DOUBS
60177;60190;CRESSONSACQ
21673;21360;VEUVEY-SUR-OUCHE
64098;64350;BASSILLON-VAUZE
72215;72600;NEUFCHATEL-EN-SAOSNOIS
37276;37110;VILLEDOMER
33288;33410;MONPRIMBLANC
64272;64120;ILHARRE
80173;80260;CARDONNETTE
2654;2120;ROMERY
56231;56250;SAINT-NOLFF
43118;43380;LAVOUTE-CHILHAC
14096;14260;BREMOY
72249;72550;LA QUINTE
68221;68640;MUESPACH
57726;57580;VITTONCOURT
57694;57070;VANY
17095;17210;CHATENET
52039;52110;BAUDRECOURT
33364;33141;SAILLANS
57339;57820;HULTEHOUSE
38071;38560;CHAMP-SUR-DRAC
47309;47380;TOMBEBOEUF
17452;17390;LA TREMBLADE
86109;86420;GUESNES
7095;7270;GILHOC-SUR-ORMEZE
60472;60210;OFFOY
45050;45300;BOYNES
54039;54120;BACCARAT
57495;57220;NARBEFONTAINE
17086;17610;CHANIERS
84042;84160;CUCURON
71119;71150;CHAUDENAY
25229;25520;EVILLERS
2497;2000;MONS-EN-LAONNOIS
60142;60520;LA CHAPELLE-EN-SERVAL
77381;77720;QUIERS
62814;62760;THIEVRES
21007;21390;AISY-SOUS-THIL
62219;62140;CAUMONT
70325;70190;MAIZIERES
24324;24210;PEYRIGNAC
76171;76780;LA CHAPELLE-SAINT-OUEN
13114;13122;VENTABREN
64425;64120;OREGUE
40018;40400;AUDON
49327;49320;SAULGE-L'HOPITAL
60578;60410;SAINTINES
6100;6830;REVEST-LES-ROCHES
57195;57720;EPPING
39525;39120;TASSENIERES
47259;47290;SAINT-MAURICE-DE-LESTAPEL
90100;90150;VAUTHIERMONT
39178;39300;CRANS
38348;38300;RUY
30085;30210;COLLIAS
18029;18210;BESSAIS-LE-FROMENTAL
24580;24120;VILLAC
58304;58210;VARZY
42260;42260;SAINT-MARTIN-LA-SAUVETE
2783;2120;GRAND-VERLY
28279;28210;NOGENT-LE-ROI
70525;70120;VAUCONCOURT-NERVEZAIN
12278;12440;TAYRAC
2046;2000;BARENTON-BUGNY
72239;72350;POILLE-SUR-VEGRE
73324;73110;VILLAROUX
74038;74250;BOGEVE
2B354;20219;VIVARIO
90079;90170;PETITMAGNY
27541;27560;SAINT-GEORGES-DU-MESNIL
80124;80130;BOURSEVILLE
2452;2490;MAISSEMY
88513;88450;VINCEY
55095;55700;CESSE
40227;40410;PISSOS
59523;59262;SAINGHIN-EN-MELANTOIS
2833;2500;WIMY
43240;43130;SOLIGNAC-SOUS-ROCHE
2387;2240;ITANCOURT
76494;76210;PARC-D'ANXTOT
23177;23300;SAINT-AGNANT-DE-VERSILLAT
74091;74110;LA COTE-D'ARBROZ
5101;5340;PELVOUX
80057;80560;BAYENCOURT
26207;26750;MONTMIRAL
39038;39130;BARESIA-SUR-L'AIN
72358;72160;THORIGNE-SUR-DUE
70568;70120;VILLERS-VAUDEY
66233;66490;VIVES
89031;89250;BEAUMONT
82146;82120;PUYGAILLARD-DE-LOMAGNE
27062;27520;BERVILLE-EN-ROUMOIS
40315;40990;TETHIEU
50260;50520;JUVIGNY-LE-TERTRE
70339;70270;MELISEY
21412;21190;MEURSAULT
62705;62720;RETY
80646;80320;PUNCHY
44058;44660;FERCE
10187;10110;LANDREVILLE
49007;49000/49100;ANGERS
25336;25440;LIESLE
16286;16170;ROUILLAC
53118;53110;LE HOUSSEAU-BRETIGNOLLES
67385;67430;RATZWILLER
80780;80230;VAUDRICOURT
36057;36130;COINGS
40170;40120;MAILLERES
50243;50200;HEUGUEVILLE-SUR-SIENNE
89304;89110;POILLY-SUR-THOLON
62777;62450;LE SARS
71450;71490;SAINT-MARTIN-DE-COMMUNE
54400;54610;NOMENY
83013;83840;LA BASTIDE
52093;52600;CHALINDREY
78364;78770;MARCQ
62065;62210;AVION
18037;18410;BRINON-SUR-SAULDRE
21578;21410;SAINT-VICTOR-SUR-OUCHE
24114;24600;CHASSAIGNES
71412;71210;SAINT-EUSEBE
60205;60210;ELENCOURT
62617;62290;NOEUX-LES-MINES
49112;49260;LE COUDRAY-MACOUARD
71177;71480;DOMMARTIN-LES-CUISEAUX
25027;25720;ARGUEL
10379;10700;TORCY-LE-GRAND
52015;52500;ARBIGNY-SOUS-VARENNES
30274;30340;SAINT-JULIEN-LES-ROSIERS
48135;48800;SAINT-ANDRE-CAPCEZE
22032;22350;CAULNES
89406;89420;TALCY
8032;8310;AUSSONCE
61456;61300;SAINT-SULPICE-SUR-RISLE
22085;22610;KERBORS
57081;57260;BIDESTROFF
70152;70700;CHOYE
57336;57490;L'HOPITAL
69183;69870;SAINT-BONNET-LE-TRONCY
77410;77950;SAINT-GERMAIN-LAXIS
29086;29460;IRVILLAC
71152;71760;CRESSY-SUR-SOMME
36098;36100;LIZERAY
77020;77970;BANNOST-VILLEGAGNON
48061;48400;FLORAC
38301;38930;PERCY
14046;14860;BAVENT
88527;88700;XAFFEVILLERS
9294;9130;SIEURAS
68081;68720;SAINT-BERNARD
32122;32140;ESCLASSAN-LABASTIDE
81295;81120;TEILLET
33473;33920;SAINT-SAVIN
28347;28410;SAINT-LUBIN-DE-LA-HAYE
45216;45700;MORMANT-SUR-VERNISSON
24303;24320;NANTEUIL-AURIAC-DE-BOURZAC
28401;28240;VAUPILLON
17155;17750;ETAULES
67480;67190;STILL
9295;9220;SIGUER
46134;46150;LES JUNIES
8084;8190;BRIENNE-SUR-AISNE
39248;39110;GERAISE
74011;74940;ANNECY-LE-VIEUX
67161;67700;GOTTENHOUSE
43105;43100;JAVAUGUES
16009;16490;AMBERNAC
62169;62380;BOUVELINGHEM
24018;24290;AURIAC-DU-PERIGORD
2556;2340;NOIRCOURT
61461;61230;LE SAP-ANDRE
64346;64160;LOMBIA
37042;37500;CANDES-SAINT-MARTIN
16081;16140;LA CHAPELLE
51202;51480;CUMIERES
40213;40230;ORX
24165;24700;EYGURANDE-ET-GARDEDEUIL
56149;56190;NOYAL-MUZILLAC
89216;89520;LAINSECQ
82135;82370;NOHIC
55520;55190;TROUSSEY
77144;77610;CREVECOEUR-EN-BRIE
35193;35520;MONTREUIL-LE-GAST
65013;65140;ANSOST
19139;19290;MILLEVACHES
64036;64120;ARBOUET-SUSSAUTE
14626;14100;SAINT-MARTIN-DE-MAILLOC
32415;32170;SARRAGUZAN
67143;67220;FOUCHY
52520;52400;VICQ
62681;62120;QUIESTEDE
72303;72440;SAINT-MICHEL-DE-CHAVAIGNES
88183;88630;FREBECOURT
25252;25370;FOURCATIER-ET-MAISON-NEUVE
59431;59850;NIEPPE
62646;62860;PALLUEL
70018;70100;ANCIER
56024;56580;BREHAN
37062;37330;CHATEAU-LA-VALLIERE
40005;40320;ARBOUCAVE
78404;78940;MILLEMONT
2267;2600;DOMMIERS
39451;39700;RANCHOT
57523;57530;OGY
80297;80140;ETREJUST
31026;31460;AURIAC-SUR-VENDINELLE
61185;61130;GEMAGES
43149;43300;PEBRAC
62267;62560;DENNEBROEUCQ
57203;57570;EVRANGE
7231;7200;SAINT-ETIENNE-DE-FONTBELLON
48107;48100;PALHERS
62745;62990;SAINT-DENOEUX
74158;74140;MACHILLY
38408;38540;SAINT-JUST-CHALEYSSIN
65080;65380;BENAC
31199;31440;FRONSAC
89352;89170;SAINT-MARTIN-DES-CHAMPS
50139;50890;CONDE-SUR-VIRE
77045;77570;BOUGLIGNY
71117;71380;CHATENOY-EN-BRESSE
48162;48400;SAINT-JULIEN-D'ARPAON
62458;62910;HOULLE
91657;91270;VIGNEUX-SUR-SEINE
52237;52150;HARREVILLE-LES-CHANTEURS
80035;80110;AUBERCOURT
21454;21330;NICEY
49291;49260;SAINT-JUST-SUR-DIVE
76584;76270;SAINT-GERMAIN-SUR-EAULNE
69156;69480;POMMIERS
88496;88140;VAUDONCOURT
14134;14370;CANTELOUP
60143;60240;CHAUMONT-EN-VEXIN
30107;30390;ESTEZARGUES
23069;23260;CROCQ
22216;22810;PLOUGONVER
46048;46190;CALVIAC
39230;39130;FONTENU
95002;95450;ABLEIGES
23242;23320;SAINT-SILVAIN-MONTAIGUT
62598;62890;MUNCQ-NIEURLET
63356;63340;SAINT-GERVAZY
14411;14220;MESLAY
56169;56680;PLOUHINEC
74276;74440;TANINGES
54385;54920;MORFONTAINE
59307;59143;HOLQUE
4076;4320;ENTREVAUX
36185;36210;SAINT-CHRISTOPHE-EN-BAZELLE
22340;22140;TONQUEDEC
90024;90100;CHAVANATTE
3169;3500;MEILLARD
41161;41600;NOUAN-LE-FUZELIER
30065;30350;CANAULES-ET-ARGENTIERES
77495;77240;VERT-SAINT-DENIS
89285;89140;PAILLY
68064;68490;CHALAMPE
40088;40100;DAX
89102;89240;CHEVANNES
54324;54290;LOREY
78362;78711;MANTES-LA-VILLE
49312;49600;SAINT-PHILBERT-EN-MAUGES
21465;21400;OBTREE
43184;43330;SAINT-FERREOL-D'AUROURE
21689;21140;VILLARS-ET-VILLENOTTE
33528;33680;LE TEMPLE
66008;66700;ARGELES-SUR-MER
6141;6830;TOUDON
29155;29242;OUESSANT
32280;32140;MONT-D'ASTARAC
25107;25640;CENDREY
64127;64260;BIELLE
67281;67390;MARCKOLSHEIM
19017;19430;BASSIGNAC-LE-BAS
24291;24290;MONTIGNAC
84132;84250;LE THOR
18176;18220;PARASSY
25141;25530;CHAUX-LES-PASSAVANT
89039;89700;BERU
53208;53140;SAINT-CYR-EN-PAIL
55032;55260;BAUDREMONT
53197;53390;SAINT-AIGNAN-SUR-ROE
77354;77830;PAMFOU
47071;47260;COULX
87170;87130;SAINT-MEARD
3303;3190;VENAS
67375;67370;PFULGRIESHEIM
1350;1370;SAINT-ETIENNE-DU-BOIS
70283;70440;HAUT-DU-THEM-CHATEAU-LAMBERT
24362;24510;SAINTE-ALVERE
36168;36370;PRISSAC
69168;69270;ROCHETAILLEE-SUR-SAONE
61365;61170;SAINT-AUBIN-D'APPENAI
42146;42380;MONTARCHER
44114;44700;ORVAULT
39108;39250;CHARENCY
70396;70110;ORICOURT
41255;41800;TERNAY
8369;8220;LA ROMAGNE
1310;1300;PREMEYZEL
65170;65220;ESTAMPURES
18282;18800;VILLABON
56119;56550;LOCOAL-MENDON
57087;57220;BISTEN-EN-LORRAINE
14619;14380;SAINTE-MARIE-OUTRE-L'EAU
29077;29880;GUISSENY
10159;10110;FRALIGNES
63370;63820;SAINT-JULIEN-PUY-LAVEZE
54226;54112;GIBEAUMEIX
1074;1320;CHALAMONT
41131;41100;MAZANGE
1016;1190;ARBIGNY
77032;77320;BETON-BAZOCHES
76429;76240;LE MESNIL-ESNARD
74072;74210;CHEVALINE
40290;40800;SARRON
76562;76510;SAINT-AUBIN-LE-CAUF
19150;19500;NOAILHAC
51041;51260;BAUDEMENT
76330;76810;GRUCHET-SAINT-SIMEON
46195;46120;MOLIERES
76184;76550;COLMESNIL-MANNEVILLE
73171;73800;MONTMELIAN
30075;30820;CAVEIRAC
76452;76710;MONTVILLE
27139;27250;CHAMBORD
8310;8250;MOURON
38165;38490;FITILIEU
83086;83490;LE MUY
52016;52160;ARBOT
38448;38370;SAINT-PRIM
65334;65100;OMEX
46029;46130;BIARS-SUR-CERE
21451;21330;NESLE-ET-MASSOULT
10278;10210;PARGUES
29252;29120;SAINT-JEAN-TROLIMON
39300;39000;LONS-LE-SAUNIER
17217;17490;MACQUEVILLE
74093;74960;CRAN-GEVRIER
14586;14230;SAINT-GERMAIN-DU-PERT
33506;33540;SAUVETERRE-DE-GUYENNE
62014;62120;AIRE-SUR-LA-LYS
15234;15130;TEISSIERES-LES-BOULIES
3029;3260;BILLY
72144;72320;GREEZ-SUR-ROC
80097;80190;BETHENCOURT-SUR-SOMME
65127;65130;CAPVERN
95438;95640;MOUSSY
56161;56400;PLOEMEL
70137;70230;CHASSEY-LES-MONTBOZON
80699;80430;SAINT-AUBIN-RIVIERE
62694;62270;REBREUVE-SUR-CANCHE
60425;60480;MONTREUIL-SUR-BRECHE
37029;37240;BOSSEE
48050;48400;COCURES
10130;10700;DOSNON
54408;54800;OLLEY
80729;80110;SAUVILLERS-MONGIVAL
24441;24560;SAINT-LEON-D'ISSIGEAC
5138;5250;SAINT-DISDIER
28205;28200;LANNERAY
32279;32810;MONTAUT-LES-CRENEAUX
39193;39120;LE DESCHAUX
39204;39240;DRAMELAY
32060;32550;BOUCAGNERES
1171;1100;GEOVREISSET
25493;25560;LA RIVIERE-DRUGEON
13075;13380;PLAN-DE-CUQUES
57547;57420;POMMERIEUX
61262;61800;LE MENIL-CIBOULT
50162;50110;DIGOSVILLE
66083;66220;FOSSE
86188;86700;PAYRE
82079;82370;LABASTIDE-SAINT-PIERRE
49298;49170;SAINT-LEGER-DES-BOIS
12142;12390;MAYRAN
64476;64640;SAINT-ESTEBEN
45239;45290;OUSSOY-EN-GATINAIS
21540;21850;SAINT-APOLLINAIRE
83065;83580;GASSIN
9260;9500;SAINTE-FOI
14029;14140;LES AUTELS-SAINT-BAZILE
69169;69550;RONNO
78276;78270;GOMMECOURT
73203;73300;PONTAMAFREY-MONTPASCAL
43186;43550;SAINT-FRONT
78513;78940;LA QUEUE-LES-YVELINES
57165;57550;DALEM
24091;24250;CENAC-ET-SAINT-JULIEN
59425;59218;NEUVILLE-EN-AVESNOIS
1245;1250;BOHAS-MEYRIAT-RIGNAT
17050;17240;BOIS
17208;17230;LONGEVES
55553;55200;VIGNOT
2B159;20287;MERIA
21302;21400;GOMMEVILLE
86193;86450;PLEUMARTIN
35163;35133;LUITRE
46222;46250;POMAREDE
73007;73220;AITON
80565;80260;MONTONVILLERS
60215;60600;ERQUERY
89203;89200;ISLAND
29274;29390;SCAER
47262;47220;SAINT-NICOLAS-DE-LA-BALERME
14543;14980;ROTS
10086;10380;CHARNY-LE-BACHOT
12114;12320;GRAND-VABRE
7275;7260;SAINT-MELANY
60191;60490;CUVILLY
81155;81430;MARSAL
57558;57170;PUTTIGNY
24461;24610;SAINT-MEARD-DE-GURCON
62415;62144;HAUTE-AVESNES
12086;12640;LA CRESSE
30056;30580;LA BRUGUIERE
76032;76450;AUBERVILLE-LA-MANUEL
21149;21400;CHARREY-SUR-SEINE
2369;2140;HARCIGNY
61133;61390;COURTOMER
67113;67470;EBERBACH-SELTZ
38375;38520;SAINT-CHRISTOPHE-EN-OISANS
17410;17150;SAINT-THOMAS-DE-CONAC
76425;76110;MENTHEVILLE
69193;69560;SAINT-CYR-SUR-LE-RHONE
14181;14123;CORMELLES-LE-ROYAL
70016;70310;AMONT-ET-EFFRENEY
39559;39380;LA VIEILLE-LOYE
37122;37300;JOUE-LES-TOURS
91507;91720;PRUNAY-SUR-ESSONNE
77241;77230;JUILLY
12210;12270;SAINT-ANDRE-DE-NAJAC
76521;76750;REBETS
38229;38240;MEYLAN
76692;76450;THIOUVILLE
13016;13720;LA BOUILLADISSE
33162;33320;EYSINES
73161;73350;MONTAGNY
89328;89230;ROUVRAY
62590;62130;MONTS-EN-TERNOIS
39569;39600;VILLERS-FARLAY
51508;51320;SAINT-OUEN-DOMPROT
63434;63590;TOURS-SUR-MEYMONT
86284;86340;VERNON
65265;65350;LASLADES
35226;35720;PLEUGUENEUC
2294;2000;ETOUVELLES
52529;52190;VILLEGUSIEN-LE-LAC
62395;62140;GUIGNY
72170;72600;LOUVIGNY
69285;69330;PUSIGNAN
90068;90400;MEROUX
32299;32800;NOULENS
97228;97230;SAINTE-MARIE
97212;97213;GROS-MORNE
25194;25310;DANNEMARIE
76360;76720;HEUGLEVILLE-SUR-SCIE
39385;39120;NEUBLANS-ABERGEMENT
29098;29810;LAMPAUL-PLOUARZEL
46042;46000;CAHORS
70582;70120;VY-LES-RUPT
90020;90800;BUC
57241;57810;FRIBOURG
92023;92140;CLAMART
60668;60112;VERDEREL-LES-SAUQUEUSE
45051;45460;BRAY-EN-VAL
70392;70120;OIGNEY
54138;54400;COSNES-ET-ROMAIN
95176;95240;CORMEILLES-EN-PARISIS
28108;28140;CORMAINVILLE
2B073;20224;CASAMACCIOLI
60131;60360;CATHEUX
2474;2700;MENNESSIS
7129;7270;LAMASTRE
27400;27640;MEREY
57061;57800;BENING-LES-SAINT-AVOLD
2007;2820;AIZELLES
39370;39330;MOUCHARD
80243;80370;DOMESMONT
76646;76460;SAINT-RIQUIER-ES-PLAINS
88257;88500;JUVAINCOURT
85111;85770;L'ILE-D'ELLE
90097;90400;TREVENANS
50120;50510;CHANTELOUP
35271;35420;SAINT-GEORGES-DE-REINTEMBAULT
70063;70270;BELONCHAMP
10417;10160;VILLEMOIRON-EN-OTHE
63044;63160;BONGHEAT
59100;59178;BOUSIGNIES
68294;68160;SAINTE-CROIX-AUX-MINES
22048;22130;CORSEUL
5151;5120;SAINT-MARTIN-DE-QUEYRIERES
50539;50330;SAINT-PIERRE-EGLISE
26247;26240;PONSAS
37138;37400;LUSSAULT-SUR-LOIRE
70051;70210;LA BASSE-VAIVRE
63373;63330;SAINT-MAIGNER
95355;95420;MAGNY-EN-VEXIN
3216;3420;RONNET
70526;70210;VAUVILLERS
89458;89140;VILLENAVOTTE
14678;14420;SOUMONT-SAINT-QUENTIN
2096;2270;BOIS-LES-PARGNY
22275;22600;SAINT-BARNABE
56230;56910;SAINT-NICOLAS-DU-TERTRE
53236;53700;SAINT-MARS-DU-DESERT
11093;11140;LE CLAT
29013;29690;BOTMEUR
93055;93500;PANTIN
26050;26110;BESIGNAN
55063;55240;BOULIGNY
52064;52150;BOURMONT
47112;47400;GRATELOUP-SAINT-GAYRAND
79349;79110;VILLEMAIN
80792;80260;LA VICOGNE
34231;34650;ROMIGUIERES
77287;77320;MEILLERAY
73213;73490;LA RAVOIRE
78192;78111;DAMMARTIN-EN-SERVE
21569;21190;SAINT-ROMAIN
54146;54113;CREZILLES
27544;27220;SAINT-GERMAIN-DE-FRESNEY
2B184;20217;OLCANI
57024;57640;ANTILLY
15012;15130;ARPAJON-SUR-CERE
9233;9600;PRADETTES
2340;2430;GAUCHY
14336;14250;HOTTOT-LES-BAGUES
88010;88170;AOUZE
76690;76730;THIL-MANNEVILLE
76117;76790;BORDEAUX-SAINT-CLAIR
56201;56110;LE SAINT
39104;39140;CHAPELLE-VOLAND
63055;63230;BROMONT-LAMOTHE
2B148;20290;LUCCIANA
38551;38520;VILLARD-REYMOND
71265;71530;LA LOYERE
86062;86360;CHASSENEUIL-DU-POITOU
35044;35120;BROUALAN
60687;60650;VILLERS-SUR-AUCHY
85093;85480;FOUGERE
33343;33210;PUJOLS-SUR-CIRON
71506;71580;SAVIGNY-EN-REVERMONT
53232;53480;SAINT-LEGER
10339;10350;SAINT-FLAVY
38259;38122;MONTSEVEROUX
15118;15250;MARMANHAC
1385;1310;SAINT-REMY
47093;47700;FARGUES-SUR-OURBISE
45047;45300;BOUZONVILLE-AUX-BOIS
51455;51300;REIMS-LA-BRULEE
24258;24750;MARSANEIX
29016;29190;BRASPARTS
35348;35140;VENDEL
16204;16120;MALAVILLE
5007;5350;ARVIEUX
15183;15130;SAINT-ETIENNE-DE-CARLAT
7111;7600;JUVINAS
35215;35133;PARIGNE
21655;21400;VANVEY
68189;68280;LOGELHEIM
81069;81170;CORDES-SUR-CIEL
47160;47370;MASQUIERES
68352;68600;VOLGELSHEIM
17084;17240;CHAMPAGNOLLES
40278;40200;SAINT-PAUL-EN-BORN
83001;83600;LES ADRETS-DE-L'ESTEREL
63062;63700;BUXIERES-SOUS-MONTAIGUT
67236;67270;KIENHEIM
76002;76640;ALVIMARE
16069;16230;CELLETTES
16380;16360;LE TATRE
91195;91490;DANNEMOIS
62431;62129;HERBELLES
80467;80700;LAUCOURT
70316;70000;LE MAGNORAY
81212;81220;PRADES
3112;3140;ETROUSSAT
1159;1570;FEILLENS
89438;89290;VENOY
60174;60310;CRAPEAUMESNIL
25098;25440;BUFFARD
25175;25530;COURTETAIN-ET-SALANS
32352;32190;ROZES
72298;72440;SAINT-MARS-DE-LOCQUENAY
31116;31780;CASTELGINEST
40153;40250;LE LEUY
87026;87330;BUSSIERE-BOFFY
10254;10400;MONTPOTHIER
85003;85190;AIZENAY
26379;26600;GRANGES-LES-BEAUMONT
73220;73220;SAINT-ALBAN-DES-HURTIERES
1112;1430;CONDAMINE
56245;56480;SILFIAC
90093;90300;SERMAMAGNY
61122;61230;COULMER
14043;14620;BAROU-EN-AUGE
43154;43420;PRADELLES
76614;76840;SAINT-MARTIN-DE-BOSCHERVILLE
57017;57865;AMANVILLERS
60400;60130;LE MESNIL-SUR-BULLES
18007;18150;APREMONT-SUR-ALLIER
87019;87220;BOISSEUIL
50327;50510;LA MEURDRAQUIERE
87186;87380;SAINT-VITTE-SUR-BRIANCE
48169;48140;SAINT-LEGER-DU-MALZIEU
63096;63160;CHAS
76615;76133;SAINT-MARTIN-DU-BEC
68068;68210;DANNEMARIE
80786;80160;VELENNES
89244;89420;MARMEAUX
60308;60190;HEMEVILLERS
21085;21440;BLIGNY-LE-SEC
6045;6910;COLLONGUES
39289;39260;LECT
39090;39120;CHAINEE-DES-COUPIS
31352;31850;MONDOUZIL
53034;53960;BONCHAMP-LES-LAVAL
74146;74500;LARRINGES
74260;74520;SAVIGNY
51493;51500;SAINT-LEONARD
80419;80500;HARGICOURT
65444;65150;TIBIRAN-JAUNAC
21318;21340;IVRY-EN-MONTAGNE
2A232;20123;PILA-CANALE
71491;71600;SAINT-YAN
59201;59320;ERQUINGHEM-LE-SEC
76225;76190;ECRETTEVILLE-LES-BAONS
14055;14950;BEAUMONT-EN-AUGE
85037;85120;BREUIL-BARRET
54495;54420;SAULXURES-LES-NANCY
9018;9800;ARROUT
77390;77680;ROISSY-EN-BRIE
30298;30140;SAINT-SEBASTIEN-D'AIGREFEUILLE
8351;8400;QUILLY
7054;7310;CHANEAC
69289;69780;SAINT-PIERRE-DE-CHANDIEU
79101;79160;COULONGES-SUR-L'AUTIZE
35219;35550;PIPRIAC
62316;62810;ESTREE-WAMIN
7249;7320;SAINT-JEURE-D'ANDAURE
37025;37510;BERTHENAY
76383;76730;LESTANVILLE
85071;85220;COMMEQUIERS
72009;72270;ARTHEZE
21662;21350;VELOGNY
85044;85200;CHAIX
10266;10160;NOGENT-EN-OTHE
17447;17290;LE THOU
85189;85270;NOTRE-DAME-DE-RIEZ
17385;17310;SAINT-PIERRE-D'OLERON
16216;16200;MERIGNAC
42063;42114;CHIRASSIMONT
32114;32300;CUELAS
5176;5130;VALSERRES
41174;41100;PERIGNY
65133;65350;CASTERA-LOU
14680;14400;SULLY
45183;45410;LION-EN-BEAUCE
25610;25580;VERRIERES-DU-GROSBOIS
28303;28140;POUPRY
38392;38460;SAINT-HILAIRE-DE-BRENS
61356;61260;LA ROUGE
2676;2820;SAINT-ERME-OUTRE-ET-RAMECOURT
68201;68290;MASEVAUX
59277;59570;GUSSIGNIES
25487;25520;RENEDALE
31248;31860;LABARTHE-SUR-LEZE
87113;87410;LE PALAIS-SUR-VIENNE
14691;14540;TILLY-LA-CAMPAGNE
31193;31430;LE FOUSSERET
35126;35580;GUICHEN
21335;21210;LACOUR-D'ARCENAY
13026;13220;CHATEAUNEUF-LES-MARTIGUES
84066;84220;LIOUX
50404;50160;PLACY-MONTAIGU
90057;90300;LACHAPELLE-SOUS-CHAUX
18011;18410;ARGENT-SUR-SAULDRE
83044;83840;COMPS-SUR-ARTUBY
72172;72390;LE LUART
76612;76340;SAINT-MARTIN-AU-BOSC
26168;26620;LUS-LA-CROIX-HAUTE
77523;77480;VILLUIS
42087;42600;ECOTAY-L'OLME
57693;57070;VANTOUX
14129;14350;CAMPEAUX
52301;52240;MAISONCELLES
3195;3310;NERIS-LES-BAINS
7203;7450;SAGNES-ET-GOUDOULET
54423;54540;PEXONNE
57593;57860;RONCOURT
46144;46200;LACAVE
21387;21200;MARIGNY-LES-REULLEE
71008;71170;ANGLURE-SOUS-DUN
28269;28630;MORANCEZ
95166;95420;CLERY-EN-VEXIN
60316;60430;HODENC-L'EVEQUE
63204;63510;MALINTRAT
77149;77160;CUCHARMOY
68152;68720;ILLFURTH
25207;25550;DUNG
88244;88430;LA HOUSSIERE
27180;27940;COURCELLES-SUR-SEINE
52523;52700;VIGNES-LA-COTE
67444;67270;SCHERLENHEIM
2419;2170;LESCHELLE
32399;32120;SAINT-ORENS
71323;71220;MORNAY
54586;54123;VITERNE
21525;21530;LA ROCHE-EN-BRENIL
46012;46120;AYNAC
22255;22210;LA PRENESSAYE
47229;47120;SAINT-ASTIER
10396;10190;VAUCHASSIS
51324;51230;LINTHES
71391;71510;SAINT-BERAIN-SUR-DHEUNE
6037;6460;CAUSSOLS
16054;16350;LE BOUCHAGE
82051;82390;DURFORT-LACAPELETTE
21238;21540;ECHANNAY
82012;82100;LES BARTHES
36160;36190;POMMIERS
88170;88360;FERDRUPT
78013;78770;ANDELU
60637;60890;THURY-EN-VALOIS
59400;59660;MERVILLE
1318;1390;RANCE
42231;42640;SAINT-GERMAIN-LESPINASSE
14448;14340;MONTREUIL-EN-AUGE
31223;31230;GOUDEX
51498;51800;SAINT-MARD-SUR-AUVE
44040;44680;CHEMERE
31146;31110;CIRES
74210;74550;PERRIGNIER
23161;23140;RIMONDEIX
19054;19120;CHENAILLER-MASCHEIX
65376;65330;RECURT
60280;60220;GOURCHELLES
7044;7340;BROSSAINC
41266;41120;VALAIRE
44016;44430;LA BOISSIERE-DU-DORE
55583;55210;WOEL
39237;39250;FRAROZ
60494;60128;PLAILLY
17043;17330;BERNAY-SAINT-MARTIN
59028;59950;AUBY
70470;70300;SAINTE-MARIE-EN-CHAUX
80477;80150;LIGESCOURT
80487;80240;LONGAVESNES
82151;82150;ROQUECOR
71195;71700;FARGES-LES-MACON
65018;65560;ARBEOST
78415;78124;MONTAINVILLE
89094;89500;CHAUMOT
21462;21490;NORGES-LA-VILLE
87168;87440;SAINT-MATHIEU
25589;25380;VAUCLUSOTTE
36084;36230;GOURNAY
14704;14350;LE TOURNEUR
60295;60210;HALLOY
12201;12340;RODELLE
16406;16220;VILHONNEUR
38553;38090;VILLEFONTAINE
57139;57420;CHERISEY
64070;64450;ASTIS
1295;1140;PEYZIEUX-SUR-SAONE
68317;68140;SOULTZEREN
76397;76590;LONGUEVILLE-SUR-SCIE
56209;56480;SAINTE-BRIGITTE
7083;7360;DUNIERE-SUR-EYRIEUX
2A312;20190;SANTA-MARIA-SICHE
50336;50450;MONTAIGU-LES-BOIS
10346;10330;SAINT-LEGER-SOUS-MARGERIE
